id,created_at,user_id,provider,product,model,units,unit_type,cost_estimate,currency,request_id,duration_ms,tag,meta
1,2026-02-24 15:28:20.489662,2,twilio,whatsapp,,1,message_text,,GBP,SMaef5e4f5073c3d555c73c2358ceb2724,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 660, ""rate_source"": ""default"", ""has_quick_replies"": false}"
2,2026-02-24 15:28:21.133229,2,twilio,whatsapp,,1,message_text,,GBP,SMd3f59af74c6a8c9eccb2f13239d432ae,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 416, ""rate_source"": ""default"", ""has_quick_replies"": false}"
3,2026-02-24 15:29:30.989614,2,twilio,whatsapp,,1,message_text,,GBP,SMd7921abe70eae5caf2ae7222f18e59bd,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 171, ""rate_source"": ""default"", ""has_quick_replies"": false}"
4,2026-02-24 15:29:31.70139,2,twilio,whatsapp,,1,message_text,,GBP,SMc3eedccbc4d8a30d2eb099291daf74f6,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 230, ""rate_source"": ""default"", ""has_quick_replies"": false}"
5,2026-02-24 15:29:36.969575,2,twilio,whatsapp,,1,message_text,,GBP,SM5075f326d6d7f34018164ffb92d248d6,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 319, ""rate_source"": ""default"", ""has_quick_replies"": false}"
6,2026-02-24 15:29:41.156343,2,twilio,whatsapp,,1,message_text,,GBP,SM3a357cb248fe76ec22959daee6e5568c,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 368, ""rate_source"": ""default"", ""has_quick_replies"": false}"
7,2026-02-24 15:29:46.211221,2,twilio,whatsapp,,1,message_text,,GBP,SM57ae865ea3c805eb075c0e80ccf40657,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 389, ""rate_source"": ""default"", ""has_quick_replies"": false}"
8,2026-02-24 15:29:46.864079,2,twilio,whatsapp,,1,message_text,,GBP,SM9c0a2220ea14138638bba5b097127460,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 62, ""rate_source"": ""default"", ""has_quick_replies"": false}"
9,2026-02-24 15:29:47.463954,2,twilio,whatsapp,,1,message_text,,GBP,SM92aab393a3e99b99dc01b446ff804377,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 153, ""rate_source"": ""default"", ""has_quick_replies"": false}"
10,2026-02-24 15:29:48.086995,2,twilio,whatsapp,,1,message_text,,GBP,SMbb2818fbbc9cd67e7480f9db62eb23b5,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 196, ""rate_source"": ""default"", ""has_quick_replies"": false}"
11,2026-02-24 15:29:48.705239,2,twilio,whatsapp,,1,message_text,,GBP,SM5094f0a17634b3142e5d286ba55e190b,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 144, ""rate_source"": ""default"", ""has_quick_replies"": false}"
12,2026-02-24 15:29:49.318908,2,twilio,whatsapp,,1,message_text,,GBP,SM547d3ed1f1209d7e5c3baa66d4eeaf7c,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 290, ""rate_source"": ""default"", ""has_quick_replies"": false}"
13,2026-02-24 15:29:49.952616,2,twilio,whatsapp,,1,message_text,,GBP,SM26272ecb3e86194c71c2bc92318e2e55,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 310, ""rate_source"": ""default"", ""has_quick_replies"": false}"
14,2026-02-24 15:29:54.615706,2,twilio,whatsapp,,1,message_text,,GBP,SMbfc11ae0ab98ca3fb13c7c794ec1efca,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 63, ""rate_source"": ""default"", ""has_quick_replies"": false}"
15,2026-02-24 15:29:55.25589,2,twilio,whatsapp,,1,message_text,,GBP,SM858f0687ffe9da88b483e130a15a9cf0,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 127, ""rate_source"": ""default"", ""has_quick_replies"": false}"
16,2026-02-24 15:29:58.580814,2,twilio,whatsapp,,1,message_text,,GBP,SM48639c09a93e9e27a887ec67885b7499,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 310, ""rate_source"": ""default"", ""has_quick_replies"": false}"
17,2026-02-24 15:30:02.474271,2,twilio,whatsapp,,1,message_text,,GBP,SM33514594353b36924a4be8ea5e08812c,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 371, ""rate_source"": ""default"", ""has_quick_replies"": false}"
18,2026-02-24 15:30:06.017437,2,twilio,whatsapp,,1,message_text,,GBP,SMa7ca9b37d1e7d41febed24c7914e4189,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 317, ""rate_source"": ""default"", ""has_quick_replies"": false}"
19,2026-02-24 15:30:18.176523,2,twilio,whatsapp,,1,message_text,,GBP,SM5ab069311cd1f89b6b4b9617f4bf2e57,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 307, ""rate_source"": ""default"", ""has_quick_replies"": false}"
20,2026-02-24 15:30:18.890207,2,twilio,whatsapp,,1,message_text,,GBP,SMf0c067e8984bea5aa59b080e649c8f4d,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 63, ""rate_source"": ""default"", ""has_quick_replies"": false}"
21,2026-02-24 15:30:19.532286,2,twilio,whatsapp,,1,message_text,,GBP,SM6bbdae6d52fccd6412deb72bd837ec43,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 101, ""rate_source"": ""default"", ""has_quick_replies"": false}"
22,2026-02-24 15:30:20.136438,2,twilio,whatsapp,,1,message_text,,GBP,SM90a9d25882d90f92313f1bb468930c0d,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 257, ""rate_source"": ""default"", ""has_quick_replies"": false}"
23,2026-02-24 15:30:26.034707,2,openai,llm,gpt-5-mini,1248,tokens_in,,GBP,1,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 1, ""prompt_variant"": ""assessment_okr_structured""}"
24,2026-02-24 15:30:26.034707,2,openai,llm,gpt-5-mini,229,tokens_out,,GBP,1,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 1, ""prompt_variant"": ""assessment_okr_structured""}"
25,2026-02-24 15:30:26.344649,2,openai,llm,gpt-5-mini,1409,tokens_in,,GBP,2,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 2, ""prompt_variant"": ""assessment_okr_structured""}"
26,2026-02-24 15:30:26.344649,2,openai,llm,gpt-5-mini,373,tokens_out,,GBP,2,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 2, ""prompt_variant"": ""assessment_okr_structured""}"
27,2026-02-24 15:30:27.049229,2,twilio,whatsapp,,1,message_text,,GBP,SM6bff30c2434a39f55c9c65e7ac75f3b9,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 270, ""rate_source"": ""default"", ""has_quick_replies"": false}"
28,2026-02-24 15:30:38.860928,2,twilio,whatsapp,,1,message_text,,GBP,SMc0463a5af07b569a8a0737025c669a0e,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 124, ""rate_source"": ""default"", ""has_quick_replies"": false}"
29,2026-02-24 15:30:39.479163,2,twilio,whatsapp,,1,message_text,,GBP,SM3bd1ead21f105937791cd38991b95fe9,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 166, ""rate_source"": ""default"", ""has_quick_replies"": false}"
30,2026-02-24 15:30:41.870677,2,openai,llm,gpt-5-mini,1508,tokens_in,,GBP,3,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 3, ""prompt_variant"": ""assessment_okr_structured""}"
31,2026-02-24 15:30:41.870677,2,openai,llm,gpt-5-mini,297,tokens_out,,GBP,3,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 3, ""prompt_variant"": ""assessment_okr_structured""}"
32,2026-02-24 15:30:42.763099,2,twilio,whatsapp,,1,message_text,,GBP,SM609e10c0b8eec0624f3b7bd4b1a4315e,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 104, ""rate_source"": ""default"", ""has_quick_replies"": false}"
33,2026-02-24 15:30:43.377721,2,twilio,whatsapp,,1,message_text,,GBP,SM4ef27e39ba3f610d811ff4f407c0abb8,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 178, ""rate_source"": ""default"", ""has_quick_replies"": false}"
34,2026-02-24 15:30:47.245205,2,twilio,whatsapp,,1,message_text,,GBP,SMa845be3df9460ec1857e8167057fc4a7,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 103, ""rate_source"": ""default"", ""has_quick_replies"": false}"
35,2026-02-24 15:30:47.85552,2,twilio,whatsapp,,1,message_text,,GBP,SM4d30955d6266439bdae53d6524acd00a,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 167, ""rate_source"": ""default"", ""has_quick_replies"": false}"
36,2026-02-24 15:30:52.126781,2,twilio,whatsapp,,1,message_text,,GBP,SM3a831f513763509e4f6e33e323019428,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 102, ""rate_source"": ""default"", ""has_quick_replies"": false}"
